RF_ID	RF_DESC
509	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 294)
510	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 294)
511	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 295)
512	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 296)
513	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 297)
514	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 315)
515	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 318)
516	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 331)
517	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 386)
518	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 387)
519	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anode, (Event No. 391)
520	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 23)
521	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 23)
522	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 23)
523	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 24)
524	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 25)
525	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 25)
526	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 26)
527	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 26)
528	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 27)
529	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 27)
530	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 27)
531	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 29)
532	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 29)
533	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 29)
534	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 30)
535	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 31)
536	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 32)
537	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 32)
538	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 32)
539	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 35)
540	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 35)
541	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 35)
542	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 36)
543	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 36)
544	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 37)
545	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 37)
546	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 37)
547	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 37)
548	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 38)
549	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 38)
550	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 39)
551	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 39)
552	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 39)
553	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 39)
554	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 40)
555	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 40)
556	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 41)
557	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 41)
558	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 42)
559	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 129)
560	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 129)
561	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 129)
562	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 132)
563	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 132)
564	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 132)
565	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 132)
566	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 132)
567	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 132)
568	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 132)
569	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 133)
570	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 133)
571	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 134)
572	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 134)
573	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 135)
574	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 135)
575	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 135)
576	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Anomaly, (Event No. 135)
577	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Berm, (Event No. 53)
578	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Berm, (Event No. 54)
579	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM the SSIV to Bottm Bend (TPFL1(B)-12), Bolted Item, (Event No. 2)
580	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM the SSIV to Bottm Bend (TPFL1(B)-12), Bolted Item, (Event No. 2)
581	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM the SSIV to Bottm Bend (TPFL1(B)-12), Bolted Item, (Event No. 2)
582	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 219)
583	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 219)
584	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 219)
585	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 560)
586	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 598)
587	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 599)
588	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 615)
589	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 631)
590	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 631)
591	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 636)
592	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 636)
593	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 640)
594	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 640)
595	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 640)
596	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 650)
597	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 665)
598	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 679)
599	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 679)
600	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 679)
601	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 679)
602	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 679)
603	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 681)
604	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 682)
605	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 682)
606	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 682)
607	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 700)
608	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 700)
609	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 701)
610	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 701)
611	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 701)
612	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 701)
613	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 701)
614	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 702)
615	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 702)
616	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 704)
617	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 704)
618	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 704)
619	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 704)
620	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 704)
621	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 704)
622	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 705)
623	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 705)
624	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 705)
625	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 706)
626	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Burial, (Event No. 706)
627	Subsea Isolation Valves for TPFL1(B) (TPFL1(B)-SSIV-110-01), Coatings, (Event No. 3)
628	Subsea Isolation Valves for TPFL1(B) (TPFL1(B)-SSIV-110-01), Coatings, (Event No. 3)
629	Subsea Isolation Valves for TPFL1(B) (TPFL1(B)-SSIV-110-01), Coatings, (Event No. 3)
632	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 123)
633	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 123)
634	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 123)
635	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 142)
636	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 142)
637	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 148)
638	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 175)
639	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 178)
640	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 180)
641	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 180)
642	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 188)
643	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 188)
644	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 222)
645	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 225)
646	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 225)
647	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 235)
648	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 238)
649	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 238)
650	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 240)
651	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 328)
652	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 328)
653	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 328)
654	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 328)
655	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 358)
656	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Continuity Strap, (Event No. 358)
657	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Corrosion, (Event No. 1)
658	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Corrosion, (Event No. 1)
659	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Corrosion, (Event No. 1)
660	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Corrosion, (Event No. 1)
661	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Corrosion, (Event No. 1)
662	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Corrosion, (Event No. 1)
663	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 21)
664	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 22)
665	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 23)
666	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 24)
667	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 37)
668	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 46)
669	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 48)
670	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 48)
671	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 48)
672	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), CP Reading, (Event No. 48)
673	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Debris, (Event No. 2)
674	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 1)
675	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 1)
676	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 1)
677	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 1)
678	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 1)
679	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 2)
680	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 2)
681	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 2)
682	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 2)
683	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 2)
684	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Displacement, (Event No. 2)
685	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 1)
686	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 1)
687	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 3)
688	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 4)
689	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 5)
690	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 6)
691	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 8)
692	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 8)
693	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 8)
694	DN400 (16-Inch) Two Phase Flowline 1 (TPFL1(B)) FM SSMA TO the SSIV (TPFL1(B)-13), Line Damage, (Event No. 11)
